tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
i can feel that depression session kicking in emoji smiling face with heart shaped eyes emoji smiling face with heart shaped eyes,0.638,0.729,0.716,0.716,0.587,0.592,0.808,22,0.0,0.0,0
hello friends hope you are having a woderful weekend,0.711,0.802,0.613,0.844,0.787,0.773,0.733,9,0.0,0.0,0
off to take a shower and get ready for work again lol yay more money to go back to school in september,0.933,1,0.868,0.852,0.842,0.839,0.809,22,0.375,0.425,0
i can respect blair for that he never backed down brown is mr flipflop,0.736,0.843,0.727,0.756,0.863,0.817,0.644,14,-0.15555555555555559,0.2888888888888889,0
depression is a serious condition i am diagnosed with anxiety and depression but i do not let it define me whatever negative energy i feel i put on paper art is my therapy and not even depression can take that from me emoji heavy red heart emoji glowing star,0.558,0.693,0.646,0.639,0.568,0.589,0.708,49,-0.20833333333333331,0.39166666666666666,0
thank you,0.826,0.717,0.785,0.859,0.849,0.668,0.661,2,0.0,0.0,0
everyone wants to look like they did a coupla years ago you honestly have nothing to worry about,0.873,0.834,0.496,0.666,0.895,0.632,0.439,18,0.4,0.5,0
lmaooo i posted my story on instagram and it mentions my depression one chick that does not follow me liked it but the gag is she harassed me and threatened to beat me up over a party freshman year contributing to my depression emoji face with tears of joy,0.454,0.776,0.488,0.69,0.418,0.495,0.854,49,0.7,0.5,0
henrie star trek was a niceeee ass movie loved lorenzo lol going to see it again this weekend,0.884,0.926,0.801,0.975,0.86,0.687,0.8,18,0.75,0.75,0
thank you coco for another hilarious show and free chocotacos,0.808,0.876,0.74,0.992,0.84,0.795,0.821,10,0.45,0.9,0
can not read my can not read my no he can not read my poker face lalala 8,0.617,0.729,0.753,0.714,0.702,0.752,0.75,18,0.0,0.0,0
so when am a choir director show choir is definitely happening,0.961,1,0.78,0.774,0.866,0.675,0.662,11,0.0,0.5,0
congratuations,0.859,0.746,0.757,0.925,0.876,0.58,0.646,1,0.0,0.0,0
news flash megaredpacket your instant internet empire early bird launch check this deal out,0.901,0.989,0.874,0.825,0.858,0.731,0.794,14,0.05,0.4833333333333333,0
yt it made me so happy you guys are so amazing i love you all thank you oh and goodmorning may your day be as good as mine,0.847,0.8,0.666,0.92,0.779,0.618,0.699,28,0.65,0.775,0
years friday and the weekend will be a lot better do not worry but wait you are in london is not that place always grey,0.745,0.806,0.805,0.757,0.728,0.772,0.624,25,0.225,0.3,0
sure appreciate you posting the link to the easytweetprofits quot fine print quot thanks,0.821,0.843,0.805,0.935,0.879,0.642,0.713,14,0.37222222222222223,0.5296296296296296,0
goodnight,0.809,0.788,0.71,0.788,0.794,0.847,0.704,1,0.0,0.0,0
im so embarrassed for you,0.548,0.484,0.485,0.593,0.427,0.546,0.694,5,0.0,0.0,0
currently listening to the wolves by bon iver very good,0.825,0.872,0.904,0.947,0.843,0.811,0.737,10,0.45499999999999996,0.5900000000000001,0
is getting the sims 3,0.977,0.877,0.91,0.928,0.86,0.801,0.827,5,0.0,0.0,0
sounds fun and cant wait for the new series,0.832,0.845,0.718,0.829,0.755,0.596,0.777,9,0.21818181818181817,0.32727272727272727,0
oh delicious cakes i wish i could quit you now thanks to bethenny i may not have to,0.659,0.74,0.513,0.659,0.654,0.678,0.629,18,0.6,0.6,0
sweeny todd is deadset one of the best movies of all time,0.759,0.67,0.727,0.784,0.795,0.62,0.936,12,1.0,0.3,0
well then on behalf of everyone thank you i look forward to reading your posts every time there is a new one,0.721,0.922,0.63,0.826,0.781,0.607,0.614,22,0.13636363636363635,0.45454545454545453,0
the only meal that could fight my depression is draft,0.646,0.771,0.863,0.708,0.728,0.757,0.687,10,0.0,1.0,0
watching men in black on hbo right now,0.894,0.867,0.954,0.91,0.84,0.835,0.864,8,0.05952380952380952,0.4845238095238095,0
you know what they say depression is just anger without the enthusiasm emoji face with look of triumph am heartened by the enthusiasm righteous anger toward acts of injustice it means we are neither numb nor succumbing to them democracy is not at as much risk,0.607,0.618,0.642,0.783,0.639,0.673,0.648,46,-0.45,0.39999999999999997,0
coolio thank you,0.858,0.818,0.785,0.844,0.993,0.702,0.751,3,0.0,0.0,0
any plans for them to hold one in ireland,0.957,0.92,0.841,0.908,0.933,0.811,0.812,9,0.0,0.0,0
4 steps you can do 2 make money while your tweeting www twittersecretcash com,0.948,1,0.931,0.956,1,0.885,0.908,14,0.0,0.0,0
doing homework on a friday night and not even complaining,0.787,0.886,0.73,0.725,0.819,0.698,0.831,10,0.0,0.0,0
x2018 i have a mental health illness called depression it basically means am sad a lot and it is hard to get better,0.573,0.603,0.585,0.567,0.364,0.427,0.686,23,-0.09791666666666665,0.5604166666666667,0
mtv movie awards its cool l love the weather great day 2day water fight 2mrw,0.819,0.873,0.921,0.915,0.889,0.852,0.864,15,0.5499999999999999,0.6666666666666666,0
trying to get higher paw points in pet society,0.905,0.967,0.901,0.938,0.807,0.856,0.785,9,0.25,0.5,0
jonah hill i miss superbad,0.864,0.709,0.73,0.837,0.694,0.802,0.799,5,0.0,0.0,0
play your cards right and you can be lol ummm anyway you look like an innocent angel but somehow i doubt it xoxo,0.653,0.749,0.766,0.898,0.823,0.865,0.652,23,0.5285714285714286,0.6452380952380953,0
my laptop second is my 1st gen touch,0.957,0.868,0.93,0.864,1,0.885,0.841,8,0.0,0.0,0
hey claire can u add me,0.966,0.846,0.893,0.899,1,0.765,0.725,6,0.0,0.0,0
haha it really would be,0.782,0.76,0.653,0.731,0.841,0.45,0.58,5,0.2,0.25,0
stray cats stray cat strut,0.82,0.84,0.866,0.873,0.851,0.842,0.881,5,0.0,0.0,0
so pretty today going tan,0.833,0.829,0.808,0.852,0.878,0.707,0.703,5,0.25,1.0,0
the way you make me feel atm awww i love every song d xx,0.832,0.882,0.705,0.9,0.769,0.716,0.702,14,0.45,0.75,0
mraz jason must be so darn suprised to see those local tv crew ppl indeed it was a quot random quot act of tweet mastery,0.675,0.742,0.693,0.687,0.716,0.703,0.747,25,-0.25,0.25,0
depression is being lonely in a room full of peopledepression is being constantly tired but never able to sleepdepression is smiling to hide the pain insidedepression is when the soul dies but the body keeps on goingdepression is forgetting who you used to be,0.484,0.746,0.682,0.685,0.592,0.552,0.773,44,-0.1,0.64375,0
sent the questions 10 minutes ago so yay hope to hear back with replies and all soon hopefully no one will think its fake,0.735,0.862,0.718,0.778,0.759,0.778,0.7,24,-0.25,0.5,0
is remembering how awesome service was yesterday,0.889,0.782,0.659,0.833,0.866,0.529,0.578,7,1.0,1.0,0
angel well i am off to bed then phoenix in the morning have a great day and weekend if i do not see you,0.944,0.935,0.791,0.884,0.679,0.737,0.795,24,0.8,0.75,0
am listening to wonderful days 2 08 showtek remix definitely something for you,0.895,0.89,0.794,0.827,0.859,0.62,0.73,13,0.5,0.75,0
agreed my computer is my servant not the other way around,0.833,0.884,0.703,0.824,0.844,0.674,0.678,11,-0.125,0.375,0
lakers is the best team of the west conference,0.841,0.826,0.773,0.964,0.833,0.835,0.807,9,1.0,0.3,0
i so wanna hear about your hangover tomorrow,0.715,0.88,0.754,0.735,0.619,0.739,0.682,8,0.0,0.0,0
lol too true am going to cornwall with mum next wednesday for a week but apart from that am free x,0.828,0.797,0.78,0.846,0.846,0.769,0.841,21,0.38749999999999996,0.5375000000000001,0
i consider myself to be a very strong minded individual have gone to my lowest point idk how others would handle it i would hate for ppl to go through depression anxiety or any other mental issue alone,0.627,0.641,0.667,0.654,0.569,0.605,0.666,38,-0.09233333333333334,0.5656666666666668,0
i can do whatever i want cause u never be there when i need someone at my lowest depression is not real to you anxiety is nonsense and mood swing is normal but when it comes to ur case why does u being so anxious bout it what only you can have those feelings,0.534,0.646,0.654,0.62,0.537,0.663,0.615,54,-0.05,0.7375,0
watching thats so raven and yay the storm stoppppeeddd,0.812,0.778,0.765,0.699,0.781,0.732,0.772,9,0.0,0.0,0
it is ok was not having a go thank you for being nice,0.553,0.613,0.742,0.635,0.702,0.704,0.557,13,0.55,0.75,0
going swimming will come back with a tan,0.891,0.922,0.823,0.936,0.94,0.822,0.744,8,0.0,0.0,0
we can not guarantee you you will turn into superman but after consistent usage our customers are now feeling super,0.847,0.915,0.774,0.906,0.832,0.822,0.811,20,0.29166666666666663,0.4583333333333333,0
ooh how show me,0.825,0.855,0.674,0.739,0.843,0.426,0.564,4,0.0,0.0,0
in most ways at least at this rate though i may even bake something tonight who knows,0.921,1,0.714,0.86,0.891,0.757,0.79,17,0.1,0.45,0
am pretty sure it is 5pm assuming all goes as planned now 5pm our time would mean no maryland that night hotel in seattle for atl,0.928,0.901,0.806,0.909,0.766,0.813,0.872,26,0.14583333333333334,0.8587962962962963,0
only did it to set up an event for my birthday but man facebook is a main trigger of my depression trying to stay positive and cutting back on social media is a big part of it,0.648,0.817,0.74,0.72,0.629,0.639,0.761,37,-0.024675324675324677,0.4207792207792208,0
hmmm i may go to boston after all my back feels better today,0.847,0.881,0.775,0.903,0.871,0.747,0.671,13,0.25,0.25,0
is so happy she has tomorrow off before starting summer school hours on tuesday am going to enjoy this long weekend business,0.812,0.879,0.746,0.902,0.791,0.691,0.824,22,0.28750000000000003,0.5,0
cough cough yey to low pressure area okay i might be crazy but i really love rain,0.767,0.699,0.732,0.792,0.714,0.747,0.701,17,0.1,0.5750000000000001,0
there is a cool scene at the end that ties in with another comic book movie,0.835,0.842,0.84,0.956,0.937,0.836,0.781,16,0.3,0.575,0
when friends struggle with this app helps avoid potentially harmful phrases,0.64,0.751,0.779,0.807,0.716,0.75,0.533,11,0.0,1.0,0
thinking of a new video idea hmm maybe explosive couches just a thought,0.811,0.896,0.747,0.903,0.81,0.905,0.842,13,0.13636363636363635,0.45454545454545453,0
here in ca we call it a nice quot flip side quot sorry i could not behave as this angel misplaced her halo long ago,0.66,0.746,0.718,0.783,0.697,0.775,0.711,25,-0.037500000000000006,0.65,0
wowzers not been on here for a while i refuse to submit to the monday morning blues am guna smile allday,0.768,0.679,0.77,0.68,0.733,0.753,0.784,21,0.3,0.1,0
mom s depression tied to kids emotional intellectual development,0.601,0.703,0.762,0.735,0.639,0.567,0.773,9,0.15,0.525,0
rt could one puff of cannabis ease depression,0.805,0.806,0.797,0.924,0.845,0.917,0.825,8,0.0,0.0,0
am home with the family wet cos of the rain got a call from dad on the bus cos my mum got worried that i wasnt home yet isnt she sweet,0.678,0.849,0.8,0.83,0.516,0.575,0.719,31,0.12499999999999999,0.525,0
1m older people say they often feel lonely regular physical activity has been found to prevent and manage chronic conditions inc dementia depression this scheme combines exercise and comradeship simple fabulous idea we love it,0.658,0.713,0.824,0.752,0.698,0.673,0.776,35,0.1380952380952381,0.4586080586080586,0
it is a good day already sine die,0.776,0.63,0.69,0.742,0.835,0.657,0.661,8,0.7,0.6000000000000001,0
my shoes have wheels because the depression does not stop,0.755,0.789,0.813,0.822,0.776,0.768,0.694,10,0.0,0.0,0
r 30th wedding emoji bride with veil anniversary s 2 morrow how she is put up with me b n bipolar depression i just do not know,0.64,0.801,0.703,0.78,0.687,0.59,0.827,27,0.0,0.0,0
i thought imogen heap was a dude the first time i heard her she sings low on that first album,0.868,0.857,0.817,0.899,0.822,0.783,0.897,20,0.16666666666666666,0.3222222222222222,0
you can never go wrong with oldies or country or chrisitan rock but my ipod has mostly honor society and jonas brothers hehe,0.833,0.883,0.811,0.889,0.914,0.844,0.688,23,0.0,0.7,0
shopping for brunch in the pouring rain i love my gf s can not wait to see you today,0.866,0.962,0.845,0.941,0.834,0.767,0.769,19,0.5,0.6,0
is tired spent all day cleaning making a garden watching up eating s and then dancing the night away with my friends,0.647,0.885,0.696,0.748,0.689,0.609,0.868,22,-0.25,0.39999999999999997,0
welcome back usgs loves you,0.86,0.798,0.651,0.937,0.913,0.509,0.624,5,0.4,0.45,0
i do not think people recognize how much adhd affects a person s life a lot of times adhd is just one of multiple diagnoses a person may receive it is usually something like major depression bipolar or something else which gets most the blame when that person s life sucks,0.571,0.662,0.689,0.66,0.5,0.565,0.629,51,0.03541666666666666,0.2916666666666667,0
awesome i have one there is some cool games on there,0.798,0.779,0.673,0.87,0.843,0.583,0.762,11,0.675,0.825,0
fixing my multiply,0.942,0.945,0.862,0.681,0.859,0.594,0.678,3,0.0,0.0,0
lifetime and lmn are lifesavers on a sick day,0.937,0.826,0.869,0.85,0.86,0.822,0.836,9,-0.7142857142857143,0.8571428571428571,0
beautiful morning time to see what everyone is doooing,0.878,0.856,0.692,0.722,0.795,0.437,0.567,9,0.85,1.0,0
trying to do more later and also a bobby toon lol come visit us,0.817,0.924,0.793,0.811,0.798,0.816,0.641,14,0.43333333333333335,0.39999999999999997,0
hypnotyst hmmmm i should beware,0.659,0.614,0.613,0.709,0.687,0.673,0.744,5,0.0,0.0,0
that is the game as we know it you have a great day,0.83,0.795,0.678,0.834,0.812,0.524,0.66,13,0.2,0.575,0
off to baseball tomorrow nite all,0.929,0.934,0.844,0.885,0.86,0.746,0.915,6,0.0,0.0,0
im good lol i feel awake,0.952,0.865,0.704,0.902,0.939,0.48,0.663,6,0.75,0.65,0
have you gone loopy group loop has 5 programs combined for success come join us and start living your dream,0.88,0.935,0.803,0.934,0.901,0.692,0.786,20,0.3,0.0,0
drinking milk and eating yummy cookies what a life,0.825,0.888,0.828,0.965,0.882,0.874,0.858,9,0.0,0.0,0
lol have honestly been going through the worst depression have dealt with am just containing it all so well,0.632,0.707,0.744,0.677,0.697,0.641,0.73,19,0.1333333333333333,0.8666666666666667,0
i see you have gotten caught up in the craze also roflrofl,0.745,0.812,0.613,0.679,0.674,0.484,0.748,12,0.0,0.0,0
today is help us make it a trending topic and remember our troops thank those who protect us,0.765,0.888,0.664,0.839,0.694,0.487,0.551,18,0.0,0.0,0
am glad to see you on twitter oh and i definitely agreed with mary amp mia when they declared you the winner of the battle,0.774,0.88,0.686,0.911,0.752,0.664,0.595,25,0.25,0.75,0
i love this trilogy i actually prefer the books but that is ok oooo that reminds me iou an email do not let me forget,0.62,0.817,0.766,0.839,0.738,0.735,0.685,25,0.3333333333333333,0.39999999999999997,0
thank you so how are you comfortable with your intelligence it was not rhetoric only,0.663,0.757,0.815,0.9,0.882,0.818,0.625,15,0.2,0.9,0
you are not crap that is probably your depression talking,0.543,0.667,0.736,0.732,0.651,0.795,0.532,10,0.4,0.8,0
i have depression too and i start counseling next month all i want is to be happy again,0.561,0.853,0.718,0.745,0.615,0.665,0.744,18,0.4,0.5,0
http twitpic com 6ti3d this was taken christmas o8 i use to be an angel on the program one pretty angel lol,0.834,0.832,0.785,0.915,0.826,0.859,0.85,22,0.525,0.85,0
good morning it is and because she is a twitter virgin,0.729,0.721,0.817,0.709,0.762,0.627,0.816,11,0.7,0.6000000000000001,0
now has a cold face from walkkng to the servo haha oh well the joys of living almost on top of a mountain,0.875,0.745,0.795,0.834,0.831,0.817,0.747,23,0.03333333333333335,0.6,0
your hair looks nice jack she tries to pacify the beast of rage,0.656,0.796,0.773,0.797,0.619,0.694,0.701,13,0.25,0.7,0
r hey welcome back,0.89,0.722,0.741,0.924,0.93,0.576,0.673,4,0.4,0.45,0
that does not mean that many people do not treat their dysphoria by transitioning they do depression is a mental illness people find ways to function around it other conditions too people can function very well even if there are some parts of their life they struggle with,0.582,0.7,0.718,0.738,0.637,0.751,0.506,48,0.12625000000000003,0.4125,0
so i log onto demand john mayer in newcastle amp ive already demanded it hmm,0.863,0.89,0.736,0.824,0.873,0.714,0.636,15,0.0,0.0,0
claires on the first page with about 550 votes,1,0.919,0.954,0.982,1,0.856,0.942,9,0.25,0.3333333333333333,0
